Mes,Scorecard,Decision,Rango Original,Casos,Sumas,Global (Preg.1.a)
200504,3,A,245-249,597,147341,Mas de 219
200504,4,D,255-259,57,14634,Mas de 219
200504,3,D,130-134,890,117644,Menos de 165
200504,4,A,150-154,135,20536,Menos de 165
200504,4,D,185-189,3388,633639,185-189
200504,4,D,250-254,76,19148,Mas de 219
200504,2,D,155-159,1160,182234,Menos de 165
200504,3,A,225-229,1707,387165,Mas de 219
200504,2,A,235-239,3,710,Mas de 219
200504,4,D,210-214,1109,234881,210-214
200504,4,D,160-164,2347,380525,Menos de 165
200504,3,A,260-264,198,51842,Mas de 219
200504,4,D,120-124,215,26318,Menos de 165
200504,4,A,255-259,332,85285,Mas de 219
200504,4,D,200-204,1816,366709,200-204
200504,4,D,230-234,376,87209,Mas de 219
200504,3,D,235-239,250,59204,Mas de 219
200504,4,A,180-184,1262,229763,180-184
200504,4,D,170-174,2925,503091,170-174
200504,3,A,Mas de 264,270,73372,Mas de 219
200504,2,D,150-154,853,129752,Menos de 165
200504,4,D,220-224,755,167606,Mas de 219
200504,3,D,Menor que 120,743,81953,Mas de 219
200504,4,D,140-144,920,130641,Menos de 165
200504,4,A,145-149,109,16054,Menos de 165
200504,4,D,195-199,1941,382234,195-199
200504,3,A,120-124,28,3423,Menos de 165
200504,2,D,130-134,134,17698,Menos de 165
200504,3,D,175-179,3484,616777,175-179
200504,3,A,215-219,2296,498097,215-219
200504,4,D,150-154,1557,236705,Menos de 165
200504,2,D,225-229,23,5220,Mas de 219
200504,3,D,135-139,1270,174097,Menos de 165
200504,2,A,175-179,423,74964,175-179
200504,3,A,250-254,484,121929,Mas de 219
200504,4,A,185-189,1488,278353,185-189
200504,4,A,165-169,528,88199,165-169
200504,4,A,160-164,405,65712,Menos de 165
200504,3,D,190-194,2988,573423,190-194
200504,4,D,240-244,168,40636,Mas de 219
200504,2,D,Menor que 120,13,1516,Mas de 219
200504,2,D,145-149,582,85608,Menos de 165
200504,4,A,130-134,9,1188,Menos de 165
200504,2,A,190-194,772,148118,190-194
200504,3,D,125-129,689,87616,Menos de 165
200504,2,D,235-239,5,1186,Mas de 219
200504,2,D,195-199,887,174686,195-199
200504,2,D,200-204,519,104712,200-204
200504,2,D,165-169,1486,248278,165-169
200504,3,A,220-224,1903,422243,Mas de 219
200504,4,D,245-249,138,34058,Mas de 219
200504,2,D,160-164,1316,213443,Menos de 165
200504,2,A,215-219,86,18641,215-219
200504,4,A,140-144,45,6389,Menos de 165
200504,4,A,235-239,1200,284153,Mas de 219
200504,3,D,180-184,3450,628220,180-184
200504,2,A,225-229,13,2945,Mas de 219
200504,4,D,205-209,1465,303204,205-209
200504,3,D,215-219,673,145964,215-219
200504,2,D,135-139,208,28431,Menos de 165
200504,4,D,260-264,25,6533,Mas de 219
200504,4,D,Mas de 264,10,2700,Mas de 219
200504,4,D,155-159,2094,328981,Menos de 165
200504,2,A,180-184,637,116030,180-184
200504,3,A,170-174,1068,183809,170-174
200504,3,D,225-229,417,94565,Mas de 219
200504,4,A,Menor que 120,3,345,Mas de 219
200504,3,A,210-214,2637,559052,210-214
200504,4,A,200-204,3498,706549,200-204
200505,4,A,120-124,4,485,Menos de 165
200505,3,D,160-164,3510,568639,Menos de 165
200505,4,A,245-249,666,164368,Mas de 219
200505,2,D,240-244,1,240,Mas de 219
200505,2,D,235-239,5,1184,Mas de 219
200505,4,A,150-154,172,26153,Menos de 165
200505,4,D,125-129,383,48787,Menos de 165
200505,4,D,255-259,56,14384,Mas de 219
200505,2,A,185-189,1007,188265,185-189
200505,3,A,175-179,1409,249537,175-179
200505,4,A,130-134,14,1848,Menos de 165
200505,2,D,Menor que 120,14,1644,Mas de 219
200505,2,A,165-169,117,19525,165-169
200505,3,D,165-169,4092,683160,165-169
200505,3,D,135-139,1553,212877,Menos de 165
200505,2,A,145-149,11,1616,Menos de 165
200505,4,A,240-244,864,209122,Mas de 219
200505,4,D,250-254,84,21161,Mas de 219
200505,4,A,230-234,1554,360454,Mas de 219
200505,3,D,225-229,447,101465,Mas de 219
200505,4,A,200-204,3803,768386,200-204
200505,2,D,130-134,146,19283,Menos de 165
200505,3,D,145-149,2444,359429,Menos de 165
200505,2,A,195-199,687,135291,195-199
200505,3,D,Menor que 120,1007,111052,Mas de 219
200505,4,A,210-214,2960,627448,210-214
200505,3,D,195-199,1575,310110,195-199
200505,2,A,225-229,9,2047,Mas de 219
200505,2,A,140-144,7,997,Menos de 165
200505,3,D,Mas de 264,28,7621,Mas de 219
200505,4,D,215-219,963,208927,215-219
200505,4,D,205-209,1546,319958,205-209
200505,3,D,235-239,213,50431,Mas de 219
200505,3,D,140-144,1996,283456,Menos de 165
200505,4,D,245-249,128,31607,Mas de 219
200505,2,D,160-164,1504,243889,Menos de 165
200505,4,D,170-174,3444,592461,170-174
200505,4,A,260-264,147,38485,Mas de 219
200505,2,D,200-204,473,95422,200-204
200505,2,D,165-169,1758,293684,165-169
200505,3,A,180-184,1636,297963,180-184
200505,3,A,220-224,1800,399267,Mas de 219
200505,2,D,230-234,10,2317,Mas de 219
200505,2,D,210-214,174,36837,210-214
200505,2,D,155-159,1447,227473,Menos de 165
200505,2,A,190-194,1033,198344,190-194
200505,3,D,150-154,2759,419745,Menos de 165
200505,4,A,125-129,13,1658,Menos de 165
200505,3,A,135-139,105,14426,Menos de 165
200505,3,D,120-124,586,71563,Menos de 165
200505,3,D,190-194,3207,615358,190-194
200505,2,D,170-174,2139,368124,170-174
200505,3,D,130-134,1123,148430,Menos de 165
200505,2,D,145-149,693,101956,Menos de 165
200505,4,D,240-244,174,42092,Mas de 219
200505,4,A,160-164,436,70704,Menos de 165
200505,4,A,165-169,604,100909,165-169
200505,4,A,185-189,1488,278333,185-189
200505,4,D,175-179,3874,685971,175-179
200505,2,A,130-134,1,134,Menos de 165
200505,4,A,195-199,3617,712344,195-199
200505,4,D,135-139,820,112575,Menos de 165
200505,2,A,150-154,19,2898,Menos de 165
200505,2,D,180-184,2061,375273,180-184
200505,2,D,140-144,405,57445,Menos de 165
200505,2,A,180-184,790,143845,180-184
200505,3,A,235-239,1011,239664,Mas de 219
200505,4,A,145-149,133,19546,Menos de 165
200505,4,D,260-264,24,6284,Mas de 219
200505,4,A,170-174,826,142175,170-174
200505,4,A,215-219,2697,585138,215-219
200505,3,D,210-214,876,185656,210-214
200505,3,A,Menor que 120,28,3183,Mas de 219
200505,2,D,150-154,970,147487,Menos de 165
200505,3,D,180-184,3663,666906,180-184
200505,2,A,155-159,35,5506,Menos de 165
200505,4,D,200-204,2066,417362,200-204
200505,4,D,220-224,844,187339,Mas de 219
200505,2,A,230-234,6,1388,Mas de 219
200505,4,A,250-254,447,112567,Mas de 219
200505,2,A,210-214,90,19038,210-214
200505,4,A,Mas de 264,194,52728,Mas de 219
200505,2,D,215-219,89,19305,215-219
200505,2,D,120-124,33,4037,Menos de 165
200505,2,D,250-254,2,501,Mas de 219
200505,4,A,255-259,339,87085,Mas de 219
200505,3,A,225-229,1653,374909,Mas de 219
200505,4,A,140-144,48,6832,Menos de 165
200505,3,A,190-194,2063,396218,190-194
200505,4,D,160-164,2813,456168,Menos de 165
200505,3,A,130-134,73,9651,Menos de 165
200505,4,A,175-179,1015,179726,175-179
200505,2,D,195-199,757,149019,195-199
200505,2,D,185-189,1582,295639,185-189
200505,3,D,125-129,784,99695,Menos de 165
200505,3,A,245-249,624,154029,Mas de 219
200505,2,A,255-259,1,258,Mas de 219
200505,4,D,185-189,4063,759791,185-189
200505,4,A,135-139,60,8236,Menos de 165
200505,4,D,165-169,3088,515908,165-169
200505,3,A,150-154,411,62600,Menos de 165
200505,3,A,185-189,1816,339701,185-189
200505,2,D,220-224,56,12419,Mas de 219
200505,4,D,145-149,1573,231171,Menos de 165
200505,3,A,120-124,25,3054,Menos de 165
200505,3,A,155-159,532,83683,Menos de 165
200505,3,A,205-209,2980,616908,205-209
200505,2,D,190-194,1359,260795,190-194
200505,3,A,210-214,2643,560313,210-214
200505,4,D,195-199,2161,425363,195-199
200505,3,A,240-244,742,179357,Mas de 219
200505,4,D,Mas de 264,13,3518,Mas de 219
200505,4,A,220-224,2243,497827,Mas de 219
200505,3,D,215-219,758,164335,215-219
200505,2,D,135-139,262,35907,Menos de 165
200505,4,D,225-229,565,128229,Mas de 219
200505,3,D,205-209,1088,225309,205-209
200505,4,D,140-144,1076,152895,Menos de 165
200505,3,D,230-234,309,71683,Mas de 219
200505,2,A,215-219,46,9979,215-219
200505,3,D,155-159,3132,492095,Menos de 165
200505,2,A,205-209,218,45052,205-209
200505,3,D,255-259,44,11304,Mas de 219
200505,4,A,180-184,1422,258814,180-184
200505,2,A,170-174,161,27680,170-174
200505,4,D,235-239,256,60579,Mas de 219
200505,2,D,125-129,62,7883,Menos de 165
200505,3,D,170-174,4098,704805,170-174
200505,3,D,245-249,126,31128,Mas de 219
200505,4,D,190-194,3914,751822,190-194
200505,3,A,260-264,219,57354,Mas de 219
200505,3,D,185-189,3500,654519,185-189
200505,4,D,120-124,265,32466,Menos de 165
200505,2,A,240-244,1,243,Mas de 219
200505,4,A,155-159,284,44676,Menos de 165
200505,3,D,240-244,160,38674,Mas de 219
200505,2,A,175-179,518,91816,175-179
200505,3,A,160-164,652,105653,Menos de 165
200505,2,D,225-229,27,6133,Mas de 219
200505,4,D,130-134,518,68569,Menos de 165
200505,3,A,125-129,38,4832,Menos de 165
200505,3,A,250-254,443,111574,Mas de 219
200505,3,A,200-204,3397,685995,200-204
200505,3,A,215-219,2192,475553,215-219
200505,4,D,150-154,1878,285552,Menos de 165
200505,3,A,165-169,853,142473,165-169
200505,3,A,195-199,3816,751325,195-199
200505,3,D,175-179,3694,654245,175-179
200505,3,A,230-234,1365,316632,Mas de 219
200505,4,D,Menor que 120,353,39105,Mas de 219
200505,3,D,220-224,498,110508,Mas de 219
200505,4,A,205-209,3486,721350,205-209
200505,4,A,Menor que 120,1,114,Mas de 219
200505,3,D,250-254,95,23933,Mas de 219
200505,3,D,200-204,1290,260488,200-204
200505,4,D,180-184,4187,761845,180-184
200505,4,A,235-239,1186,280962,Mas de 219
200505,3,D,260-264,33,8642,Mas de 219
200505,2,D,175-179,2038,360820,175-179
200505,3,A,170-174,1115,191754,170-174
200505,3,A,145-149,285,41938,Menos de 165
200505,4,D,155-159,2541,399284,Menos de 165
200505,2,A,220-224,44,9736,Mas de 219
200505,4,D,230-234,376,87178,Mas de 219
200505,2,A,200-204,452,91178,200-204
200505,2,A,160-164,51,8259,Menos de 165
200505,4,D,210-214,1222,258883,210-214
200505,4,A,190-194,1695,325409,190-194
200505,4,A,225-229,1934,438820,Mas de 219
200505,3,A,Mas de 264,253,68774,Mas de 219
200505,3,A,140-144,174,24728,Menos de 165
200505,3,A,255-259,275,70718,Mas de 219
200505,2,D,205-209,284,58714,205-209
200506,3,D,150-154,3222,490191,Menos de 165
200506,2,A,180-184,695,126607,180-184
200506,4,D,260-264,12,3130,Mas de 219
200506,2,D,140-144,465,66048,Menos de 165
200506,4,A,145-149,107,15755,Menos de 165
200506,4,A,165-169,553,92390,165-169
200506,2,A,150-154,16,2434,Menos de 165
200506,4,D,220-224,815,180877,Mas de 219
200506,3,D,120-124,692,84506,Menos de 165
200506,4,D,170-174,3481,598720,170-174
200506,4,A,185-189,1546,289134,185-189
200506,4,D,240-244,146,35333,Mas de 219
200506,4,A,125-129,5,639,Menos de 165
200506,2,D,230-234,10,2316,Mas de 219
200506,3,A,130-134,71,9396,Menos de 165
200506,2,D,170-174,2240,385424,170-174
200506,3,D,190-194,3850,738765,190-194
200506,2,D,215-219,107,23195,215-219
200506,4,A,160-164,513,83167,Menos de 165
200506,2,D,145-149,630,92685,Menos de 165
200506,4,D,185-189,3941,736888,185-189
200506,2,D,165-169,1913,319675,165-169
200506,2,A,155-159,27,4241,Menos de 165
200506,2,D,125-129,102,13024,Menos de 165
200506,2,D,195-199,914,179945,195-199
200506,4,D,205-209,1390,287522,205-209
200506,4,D,245-249,97,23951,Mas de 219
200506,2,A,210-214,162,34296,210-214
200506,4,A,170-174,835,143608,170-174
200506,3,D,210-214,1058,224203,210-214
200506,3,A,Menor que 120,21,2346,Mas de 219
200506,4,A,230-234,1489,345291,Mas de 219
200506,4,A,Mas de 264,182,49399,Mas de 219
200506,4,A,260-264,137,35864,Mas de 219
200506,4,D,175-179,3886,687931,175-179
200506,4,A,140-144,65,9242,Menos de 165
200506,4,A,215-219,2599,563750,215-219
200506,2,D,160-164,1753,284290,Menos de 165
200506,4,A,195-199,3547,698327,195-199
200506,4,A,200-204,3717,750934,200-204
200506,3,A,235-239,1198,283952,Mas de 219
200506,4,A,250-254,417,105052,Mas de 219
200506,2,A,140-144,2,286,Menos de 165
200506,3,D,180-184,4430,806620,180-184
200506,4,A,220-224,2309,512466,Mas de 219
200506,3,D,155-159,3632,570565,Menos de 165
200506,3,D,Menor que 120,1177,129483,Mas de 219
200506,3,D,145-149,2773,407930,Menos de 165
200506,2,A,225-229,14,3172,Mas de 219
200506,3,A,195-199,4527,891320,195-199
200506,4,A,240-244,805,194857,Mas de 219
200506,3,D,130-134,1275,168464,Menos de 165
200506,3,A,135-139,132,18119,Menos de 165
200506,2,A,145-149,10,1461,Menos de 165
200506,4,A,120-124,4,486,Menos de 165
200506,3,D,165-169,5008,836088,165-169
200506,3,D,160-164,4153,672728,Menos de 165
200506,4,D,255-259,28,7185,Mas de 219
200506,3,D,185-189,4234,791708,185-189
200506,3,A,175-179,1921,340246,175-179
200506,2,D,200-204,558,112562,200-204
200506,4,A,150-154,166,25271,Menos de 165
200506,2,A,165-169,78,13045,165-169
200506,2,D,210-214,210,44470,210-214
200506,2,A,160-164,31,5031,Menos de 165
200506,4,A,245-249,626,154541,Mas de 219
200506,2,A,235-239,2,474,Mas de 219
200506,3,A,225-229,1928,437322,Mas de 219
200506,2,D,205-209,325,67200,205-209
200506,2,D,240-244,1,240,Mas de 219
200506,4,D,230-234,367,85100,Mas de 219
200506,4,D,250-254,60,15106,Mas de 219
200506,4,D,215-219,892,193523,215-219
200506,3,A,190-194,2697,517851,190-194
200506,2,A,200-204,399,80476,200-204
200506,3,D,235-239,295,69901,Mas de 219
200506,2,D,185-189,1625,303700,185-189
200506,3,A,180-184,2181,397365,180-184
200506,4,D,125-129,412,52494,Menos de 165
200506,4,A,255-259,302,77576,Mas de 219
200506,3,D,140-144,2242,318256,Menos de 165
200506,2,D,150-154,1074,163398,Menos de 165
200506,3,D,195-199,1853,364899,195-199
200506,3,D,200-204,1552,313400,200-204
200506,2,D,155-159,1456,228785,Menos de 165
200506,2,D,130-134,173,22842,Menos de 165
200506,2,D,245-249,2,490,Mas de 219
200506,4,A,155-159,291,45715,Menos de 165
200506,4,A,210-214,2953,625879,210-214
200506,2,D,120-124,38,4655,Menos de 165
200506,4,A,205-209,3422,707783,205-209
200506,2,A,195-199,623,122686,195-199
200506,2,A,135-139,4,544,Menos de 165
200506,2,D,225-229,42,9523,Mas de 219
200506,3,A,145-149,318,46766,Menos de 165
200506,3,D,260-264,37,9672,Mas de 219
200506,3,D,Mas de 264,43,11727,Mas de 219
200506,4,D,180-184,4214,766651,180-184
200506,3,A,165-169,1052,175802,165-169
200506,3,D,135-139,1788,245056,Menos de 165
200506,4,D,190-194,3872,743623,190-194
200506,3,A,125-129,41,5219,Menos de 165
200506,4,D,150-154,1872,284638,Menos de 165
200506,3,D,175-179,4459,789623,175-179
200506,3,A,185-189,2471,462352,185-189
200506,2,D,190-194,1473,282570,190-194
200506,2,A,220-224,33,7318,Mas de 219
200506,4,A,130-134,12,1582,Menos de 165
200506,3,D,240-244,197,47610,Mas de 219
200506,2,D,Menor que 120,21,2463,Mas de 219
200506,3,A,160-164,718,116324,Menos de 165
200506,2,D,235-239,4,943,Mas de 219
200506,2,A,185-189,968,180962,185-189
200506,3,A,170-174,1343,231110,170-174
200506,4,D,155-159,2393,375992,Menos de 165
200506,3,A,220-224,2135,473663,Mas de 219
200506,3,D,245-249,133,32829,Mas de 219
200506,3,A,Mas de 264,303,82380,Mas de 219
200506,4,D,210-214,1140,241657,210-214
200506,4,A,235-239,1133,268390,Mas de 219
200506,3,A,260-264,226,59158,Mas de 219
200506,3,A,140-144,221,31430,Menos de 165
200506,4,D,120-124,232,28420,Menos de 165
200506,2,A,205-209,207,42800,205-209
200506,2,D,135-139,289,39603,Menos de 165
200506,2,A,175-179,528,93553,175-179
200506,3,A,250-254,517,130228,Mas de 219
200506,3,D,205-209,1245,257726,205-209
200506,3,A,200-204,3974,802535,200-204
200506,3,A,215-219,2739,594088,215-219
200506,4,A,Menor que 120,2,237,Mas de 219
200506,3,A,230-234,1583,367177,Mas de 219
200506,3,D,225-229,477,108273,Mas de 219
200506,3,A,205-209,3569,738920,205-209
200506,4,D,130-134,490,64823,Menos de 165
200506,2,D,220-224,97,21509,Mas de 219
200506,4,A,175-179,1016,179777,175-179
200506,3,A,240-244,878,212282,Mas de 219
200506,4,D,Mas de 264,17,4566,Mas de 219
200506,4,A,135-139,42,5787,Menos de 165
200506,2,D,180-184,2190,398640,180-184
200506,4,D,Menor que 120,320,35520,Mas de 219
200506,4,D,225-229,545,123675,Mas de 219
200506,3,A,155-159,619,97263,Menos de 165
200506,4,A,190-194,1761,338201,190-194
200506,4,D,145-149,1452,213487,Menos de 165
200506,3,D,255-259,46,11809,Mas de 219
200506,2,A,170-174,88,15165,170-174
200506,3,A,150-154,467,71091,Menos de 165
200506,3,D,125-129,968,123258,Menos de 165
200506,3,A,245-249,702,173188,Mas de 219
200506,2,A,190-194,933,179042,190-194
200506,4,D,160-164,2804,454717,Menos de 165
200506,4,D,165-169,3011,503296,165-169
200506,3,A,120-124,36,4394,Menos de 165
200506,3,A,255-259,310,79680,Mas de 219
200506,4,D,235-239,232,54925,Mas de 219
200506,3,D,250-254,95,23938,Mas de 219
200506,2,A,215-219,63,13648,215-219
200506,4,D,200-204,1807,365019,200-204
200506,2,A,230-234,8,1855,Mas de 219
200506,3,D,170-174,4934,848620,170-174
200506,3,D,215-219,854,185222,215-219
200506,3,D,230-234,360,83507,Mas de 219
200506,4,A,180-184,1435,261221,180-184
200506,3,D,220-224,654,145116,Mas de 219
200506,4,A,225-229,1858,421525,Mas de 219
200506,4,D,195-199,2063,406136,195-199
200506,2,D,175-179,2092,370397,175-179
200506,4,D,135-139,725,99512,Menos de 165
200506,4,D,140-144,1015,144170,Menos de 165
200506,3,A,210-214,3020,640274,210-214
200507,3,A,145-149,259,38125,Menos de 165
200507,3,D,Mas de 264,32,8632,Mas de 219
200507,2,A,155-159,14,2195,Menos de 165
200507,2,A,195-199,664,130758,195-199
200507,4,A,205-209,2901,600050,205-209
200507,2,D,130-134,133,17580,Menos de 165
200507,4,A,250-254,338,85110,Mas de 219
200507,3,D,Menor que 120,1189,130002,Mas de 219
200507,3,A,225-229,1667,378161,Mas de 219
200507,4,A,170-174,674,115900,170-174
200507,3,A,165-169,911,152154,165-169
200507,4,D,220-224,652,144689,Mas de 219
200507,2,D,120-124,35,4286,Menos de 165
200507,3,A,180-184,2005,365257,180-184
200507,4,A,255-259,241,61887,Mas de 219
200507,2,D,235-239,4,951,Mas de 219
200507,2,A,245-249,1,247,Mas de 219
200507,3,A,135-139,109,14955,Menos de 165
200507,4,A,130-134,14,1854,Menos de 165
200507,4,A,150-154,136,20697,Menos de 165
200507,3,A,175-179,1814,321173,175-179
200507,3,D,260-264,34,8896,Mas de 219
200507,4,D,255-259,30,7698,Mas de 219
200507,3,D,165-169,4634,773904,165-169
200507,4,A,120-124,3,370,Menos de 165
200507,4,D,190-194,3246,623431,190-194
200507,3,A,140-144,200,28425,Menos de 165
200507,2,D,240-244,3,727,Mas de 219
200507,2,D,205-209,308,63674,205-209
200507,4,A,240-244,664,160721,Mas de 219
200507,4,D,230-234,312,72314,Mas de 219
200507,3,A,195-199,3694,727059,195-199
200507,4,A,235-239,946,224043,Mas de 219
200507,2,A,160-164,65,10538,Menos de 165
200507,4,D,125-129,386,49180,Menos de 165
200507,4,D,210-214,938,198715,210-214
200507,3,D,145-149,2649,389567,Menos de 165
200507,3,A,185-189,2130,398465,185-189
200507,2,A,200-204,396,79929,200-204
200507,3,D,200-204,1260,254491,200-204
200507,2,D,150-154,1008,153428,Menos de 165
200507,3,D,160-164,3891,630411,Menos de 165
200507,2,A,165-169,80,13385,165-169
200507,2,A,145-149,7,1038,Menos de 165
200507,3,D,250-254,67,16887,Mas de 219
200507,3,D,155-159,3533,554905,Menos de 165
200507,2,D,160-164,1609,260915,Menos de 165
200507,3,A,215-219,2108,457328,215-219
200507,4,A,260-264,145,37946,Mas de 219
200507,4,D,130-134,504,66662,Menos de 165
200507,2,A,140-144,7,988,Menos de 165
200507,4,A,220-224,1905,422681,Mas de 219
200507,3,D,180-184,3840,699326,180-184
200507,2,A,135-139,1,138,Menos de 165
200507,2,D,125-129,76,9678,Menos de 165
200507,2,A,180-184,669,121885,180-184
200507,2,D,195-199,861,169498,195-199
200507,3,A,190-194,2217,425683,190-194
